Letter,CorrAnswer,Stimulus,nback_run.thisRepN,nback_run.thisTrialN,nback_run.thisN,nback_run.thisIndex,fixcross.started,nback_trial.started,trial_resp.keys,trial_resp.corr,currentlevel,trial_resp.rt,Participant,date,expName,psychopyVersion,frameRate
Q,left,Distractor,0,54,54,54,2317.910749,2319.912809,left,1,4,0.840902135,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,right,Target,0,55,55,55,2321.410418,2323.410835,left,0,4,0.798968106,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
R,left,Distractor,0,56,56,56,2324.910445,2326.910593,left,1,4,0.69111332,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,left,Pretarget,0,57,57,57,2328.410808,2330.412609,right,0,4,0.805142594,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
J,left,Distractor,0,58,58,58,2331.910398,2333.910928,left,1,4,0.634662012,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
V,left,Distractor,0,59,59,59,2335.410681,2337.423295,left,1,4,0.642342988,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
Y,left,Lure,0,60,60,60,2338.910438,2340.910355,right,0,4,0.659345524,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
H,right,Target,0,61,61,61,2342.41042,2344.410786,left,0,4,0.75897365,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
L,left,Distractor,0,62,62,62,2345.910492,2347.910877,left,1,4,0.778853464,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
P,left,Distractor,0,63,63,63,2349.410272,2351.410176,left,1,4,0.575284023,T18R03,2022-11-03_14h40.08.948,t1_Paradigm,04.01.2021,59.99946106
